urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,ekran_ekran_dayanıklılığı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi
32849.00,76,6.59 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8350,8 Çekirdek,4 nm,1.384.000 Puan,12 GB,256 GB,7.42 mm,187 Gram,,Var,5.4,Var,Android,Var,IPX9
20399.00,64,6.7 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,5000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,12 MP,Samsung Exynos 1580,8 Çekirdek,4 nm,910.500 Puan,8 GB,128 GB,7.4 mm,198 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
54999.00,93,6.9 İnç,AMOLED,FHD+,120 Hz,Poco Shield Glass,6500 mAh,Var,100 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.720.000 Puan,12 GB,256 GB,8.05 mm,220 Gram,,Var,6.0,Var,Android,Var,IPX8
15898.13,,6.77 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),60 fps,20 MP,MediaTek Helio G100,8 Çekirdek,6 nm,421.300 Puan,8 GB,256 GB,7.94 mm,183.7 Gram,,Yok,5.3,Var,Android,Var,IPX4
32470.00,73,6.2 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4000 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Samsung Exynos 2400,10 Çekirdek,4 nm,1.588.900 Puan,8 GB,128 GB,7.6 mm,167 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
59998.38,89,6.85 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass,7500 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.974.500 Puan,12 GB,256 GB,8.9 mm,230 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
32500.00,66,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3279 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.381.900 Puan,6 GB,128 GB,7.8 mm,172 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
56999.00,,6.32 İnç,OLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6200 mAh,Var,80 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8450,8 Çekirdek,4 nm,,12 GB,512 GB,8.13 mm,188 Gram,,Var,5.4,Var,Android,Var,IPX9
17905.29,65,6.4 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Samsung Exynos 2100,8 Çekirdek,5 nm,941.400 Puan,8 GB,128 GB,7.9 mm,177 Gram,Polimer (Cam Görünümlü),Var,5.0,Var,Android,Var,IPX8
48999.00,81,6.31 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 9300+,8 Çekirdek,4 nm,1.939.800 Puan,12 GB,256 GB,7.99 mm,186 Gram,Cam,Var,5.4,Var,Android,Var,IPX9
21883.20,69,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,5000 mAh,Var,120 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7200,8 Çekirdek,4 nm,742.500 Puan,12 GB,512 GB,8.9 mm,204.5 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
15297.43,60,6.57 İnç,AMOLED,FHD+,120 Hz,AGC Dragontrail DT-STAR D+,7000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,16 MP,MediaTek Helio G100,8 Çekirdek,6 nm,428.000 Puan,8 GB,256 GB,8 mm,188 Gram,,Yok,5.4,Var,Android,Var,IPX9
12999.00,60,6.67 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7050,8 Çekirdek,6 nm,599.600 Puan,8 GB,256 GB,7.87 mm,190 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,5.2,Var,Android,Var,IPX4
60999.00,96,6.9 İnç,AMOLED,FHD+,120 Hz,Poco Shield Glass,6500 mAh,Var,100 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.964.400 Puan,16 GB,512 GB,8.05 mm,220 Gram,,Var,6.0,Var,Android,Var,IPX8
16664.52,,6.78 İnç,AMOLED,FHD+,144 Hz,,5000 mAh,Var,45 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,MediaTek Dimensity 8200,8 Çekirdek,4 nm,1.003.900 Puan,12 GB,256 GB,8.15 mm,194 Gram,,Var,,Var,Android,Var,IPX4
59999.00,95,6.85 İnç,AMOLED,FHD+,144 Hz,,7200 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.941.800 Puan,16 GB,512 GB,8.6 mm,227 Gram,Cam,Var,6.0,Var,Android,Var,IPX9
114999.00,90,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3988 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19 Pro,6 Çekirdek,3 nm,2.430.600 Puan,12 GB,512 GB,8.75 mm,204 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
24254.46,,6.77 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,6500 mAh,Var,45 W,Yok,200 MP,Var,1080p (Full HD),60 fps,32 MP,MediaTek Helio G200,8 Çekirdek,6 nm,,12 GB,512 GB,7.96 mm,195 Gram,,Yok,5.3,Var,Android,Var,IPX5
40999.00,,6.59 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6210 mAh,Var,100 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,20 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,,12 GB,256 GB,8 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX8
9999.00,50,6.7 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass Victus+,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,428.100 Puan,4 GB,128 GB,7.5 mm,190 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Var,IPX4
37149.06,83,6.67 İnç,AMOLED,FHD+,144 Hz,Xiaomi Longjing Glass,5000 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,MediaTek Dimensity 9300+,8 Çekirdek,4 nm,2.017.000 Puan,12 GB,512 GB,8.39 mm,209 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
46999.00,,6.59 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6500 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,Qualcomm Snapdragon 7 Gen 4 (SM7750-AB),8 Çekirdek,4 nm,,12 GB,256 GB,7.89 mm,197 Gram,,Var,5.4,Var,Android,Var,IPX9
39999.00,,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,5150 mAh,Var,65 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,Qualcomm Snapdragon 8s Gen 4 (SM8735),8 Çekirdek,4 nm,,12 GB,256 GB,8.99 mm,218 Gram,,Var,6.0,Var,Android,Var,IPX8
29999.00,69,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,5110 mAh,Var,120 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,Qualcomm Snapdragon 7s Gen 3 (SM7635),8 Çekirdek,4 nm,750.300 Puan,12 GB,512 GB,8.75 mm,210 Gram,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,Var,IPX8
71146.54,84,6.8 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Armor,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,2.043.500 Puan,12 GB,512 GB,8.6 mm,232 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
23799.00,,6.83 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,6500 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 4 (SM7635-AC),8 Çekirdek,4 nm,,8 GB,256 GB,8.31 mm,205.9 Gram,,Var,5.4,Var,Android,Var,IPX9K
15200.00,,6.9 İnç,IPS LCD,FHD+,144 Hz,,7000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,Qualcomm Snapdragon 6s Gen 3 (SM6375),8 Çekirdek,6 nm,,8 GB,256 GB,8.4 mm,217 Gram,,Var,5.1,Var,Android,Var,IPX4
37053.90,83,6.36 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,4610 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,1.996.900 Puan,12 GB,256 GB,8.20 mm,193 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
9498.24,43,6.88 İnç,IPS LCD,HD+,120 Hz,Corning Gorilla Glass 3,5160 mAh,Var,,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,MediaTek Helio G81,8 Çekirdek,12 nm,270.100 Puan,8 GB,256 GB,8.22 mm,211 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Yok,5.4,Yok,Android,Var,IPX2
12221.03,60,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 1080 (MT6877V/TTZA),8 Çekirdek,6 nm,585.100 Puan,8 GB,256 GB,7.9 mm,187 Gram,Cam,Var,5.2,Var,Android,Var,IPX3
9799.00,54,6.78 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass,5000 mAh,Var,33 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G100,8 Çekirdek,6 nm,412.400 Puan,8 GB,256 GB,7.62 mm,180 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Var,IPX3
47889.00,74,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,4005 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A18,6 Çekirdek,3 nm,1.405.700 Puan,8 GB,256 GB,7.8 mm,167 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
82999.00,86,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3582 mAh,Var,25 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A18 Pro,6 Çekirdek,3 nm,1.853.700 Puan,8 GB,256 GB,8.25 mm,199 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
47420.00,90,6.83 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5500 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,MediaTek Dimensity 9400+,8 Çekirdek,3 nm,2.393.700 Puan,12 GB,1 TB,7.96 mm,210 Gram,Fiberglass,Var,6.0,Var,Android,Var,IPX8
14247.36,59,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,200 MP,Var,1080p (Full HD),60 fps,16 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,430.200 Puan,8 GB,256 GB,7.98 mm,188 Gram,Cam,Yok,5.2,Var,Android,Var,IPX4
,75,6.1 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,3200 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.432.800 Puan,6 GB,128 GB,7.85 mm,206 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
85595.00,90,6.9 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Armor 2,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,2.551.600 Puan,12 GB,1 TB,8.2 mm,218 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
,77,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4323 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.761.400 Puan,6 GB,128 GB,7.85 mm,240 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
48699.90,88,6.67 İnç,AMOLED,QHD+,120 Hz,Poco Shield Glass,5300 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,2.634.300 Puan,16 GB,512 GB,8.39 mm,212 Gram,Cam,Var,6.0,Var,Android,Var,IPX8
69998.11,92,6.85 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass,7500 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,3.229.800 Puan,16 GB,512 GB,8.9 mm,230 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
39999.00,68,6.1 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,3700 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,Qualcomm Snapdragon 8 Gen 1 (SM8450),8 Çekirdek,4 nm,1.206.700 Puan,8 GB,128 GB,7.6 mm,168 Gram,Cam,Var,5.2,Var,Android,Var,IPX8
1399.00,11,4.0 İnç,Super AMOLED,SD,60 Hz,,1500 mAh,Yok,,Yok,5 MP,Yok,720p (HD),30 fps,0.3 MP,NovaThor U8420,2 Çekirdek,45 nm,,1 GB,8 GB,9.9 mm,120 Gram,,Yok,4.0,Yok,Android,Yok,
90912.00,81,6.5 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Ceramic 2,4400 mAh,Var,25 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,1.995.100 Puan,12 GB,256 GB,8.9 mm,215 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
53999.00,,6.83 İnç,AMOLED,FHD+,165 Hz,Corning Gorilla Glass 7i,7400 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Qualcomm Snapdragon 8 Gen 5 (SM8845),8 Çekirdek,3 nm,,12 GB,512 GB,8.3 mm,215 Gram,,Var,6.0,Var,Android,Var,IPX9K
12095.04,54,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5500 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),60 fps,20 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,443.500 Puan,8 GB,128 GB,8.16 mm,196.5 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Var,IPX4
28496.33,75,6.67 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,MediaTek Dimensity 8300,8 Çekirdek,4 nm,1.359.000 Puan,12 GB,256 GB,7.8 mm,195 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX8
29949.85,76,6.67 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 5,5000 mAh,Var,120 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,20 MP,MediaTek Dimensity 9200+,8 Çekirdek,4 nm,1.527.500 Puan,12 GB,512 GB,8.62 mm,206 Gram,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,Var,IPX8
21500.00,57,6.7 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,67 W,Yok,100 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7050,8 Çekirdek,6 nm,545.400 Puan,8 GB,256 GB,8.7 mm,191 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,5.2,Var,Android,Yok,
27999.00,67,6.79 İnç,AMOLED,FHD+,120 Hz,,7500 mAh,Var,66 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 6 Gen 4 (SM6650),8 Çekirdek,4 nm,754.200 Puan,8 GB,512 GB,7.76 mm,189 Gram,Plastik (Cam Görünümlü),Var,5.2,Var,Android,Var,IPX9K
14278.00,,6.77 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,Qualcomm Snapdragon 685 (SM6225-AD),8 Çekirdek,6 nm,,8 GB,256 GB,7.59 mm,194 Gram,,Yok,5.0,Var,Android,Var,IPX5
8799.00,49,6.72 İnç,IPS LCD,FHD+,90 Hz,,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,8 MP,Qualcomm Snapdragon 685 (SM6225-AD),8 Çekirdek,6 nm,314.800 Puan,8 GB,256 GB,7.59 mm,185 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX4
11979.50,,6.75 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,5 MP,MediaTek Dimensity 6400,8 Çekirdek,6 nm,,8 GB,256 GB,8.14 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX4
87799.00,83,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3692 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19,6 Çekirdek,3 nm,2.542.200 Puan,8 GB,512 GB,7.95 mm,177 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
55824.00,77,6.8 İnç,OLED,FHD+,120 Hz,Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.105.100 Puan,12 GB,512 GB,8.3 mm,219 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
21293.56,66,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,5100 mAh,Var,67 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 7s Gen 2 (SM7435-AB),8 Çekirdek,4 nm,601.700 Puan,12 GB,512 GB,7.98 mm,187 Gram,Cam,Var,5.2,Var,Android,Var,IPX4
24700.00,50,6.1 İnç,IPS LCD,HD+,60 Hz,,3110 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A13 Bionic,6 Çekirdek,7 nm,950.700 Puan,4 GB,64 GB,8.3 mm,194 Gram,Cam,Yok,5.0,Var,iOS,Var,IPX8
67450.00,72,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,128 GB,7.8 mm,201 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
79999.00,70,6.1 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,3095 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.484.600 Puan,6 GB,128 GB,7.65 mm,204 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
85499.00,79,6.8 İnç,OLED,FHD+,120 Hz,Crystal Armour Kunlun Glass 2,5170 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Huawei Kirin 9020,8 Çekirdek,7 nm,1.160.300 Puan,16 GB,512 GB,8.3 mm,233.5 Gram,Cam,Yok,5.2,Var,Android,Var,IPX9
40201.29,74,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4000 mAh,Var,25 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,1.511.600 Puan,12 GB,256 GB,6.9 mm,187 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
15499.00,62,6.7 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,615.500 Puan,8 GB,256 GB,8.75 mm,190 Gram,,Var,5.2,Var,Android,Var,IPX5
33399.00,,6.57 İnç,AMOLED,FHD+,120 Hz,,7000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,,12 GB,256 GB,8.27 mm,202 Gram,,Var,5.1,Var,Android,Var,IPX9
26131.01,65,6.57 İnç,AMOLED,FHD+,120 Hz,AGC Dragontrail DT-STAR D+,6000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,677.736 Puan,12 GB,256 GB,7.78 mm,180 Gram,,Var,5.1,Var,Android,Var,IPX9
23000.00,63,6.6 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Samsung Exynos 1480,8 Çekirdek,4 nm,740.800 Puan,8 GB,128 GB,8.2 mm,213 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
18914.03,61,6.4 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Samsung Exynos 1380,8 Çekirdek,5 nm,623.500 Puan,8 GB,128 GB,8.2 mm,202 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
27999.00,70,6.55 İnç,AMOLED,FHD+,120 Hz,,6000 mAh,Var,80 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 3 (SM7550-AB),8 Çekirdek,4 nm,848.100 Puan,12 GB,512 GB,7.3 mm,184 Gram,,Var,5.4,Var,Android,Var,IPX6
74899.00,79,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass (Gen2),4674 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A18,6 Çekirdek,3 nm,1.572.700 Puan,8 GB,256 GB,7.8 mm,199 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
42999.00,85,6.59 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6210 mAh,Var,100 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,20 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,,12 GB,512 GB,8 mm,199 Gram,,Var,5.4,Var,Android,Var,IPX8
58499.03,76,6.9 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4300 mAh,Var,25 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Samsung Exynos 2500,10 Çekirdek,3 nm,1.943.900 Puan,12 GB,256 GB,6.5 mm,188 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
12799.00,52,6.7 İnç,Super AMOLED,FHD+,90 Hz,,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,Samsung Exynos 1330,8 Çekirdek,5 nm,435.900 Puan,8 GB,256 GB,7.9 mm,200 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Var,IPX4
17133.51,61,6.6 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1380,8 Çekirdek,5 nm,612.100 Puan,8 GB,128 GB,8.2 mm,209 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
66468.25,88,6.73 İnç,AMOLED,QHD+,120 Hz,Xiaomi Shield Glass,5000 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,2.114.700 Puan,16 GB,512 GB,9.2 mm,219.8 Gram,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,Var,IPX8
38199.04,69,6.9 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Glass Victus,4500 mAh,Var,25 W,Var,108 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,Samsung Exynos 990,8 Çekirdek,7 nm,,8 GB,256 GB,8.1 mm,208 Gram,Cam,Yok,5.0,Var,Android,Var,IPX8
